id,source,title,url,price,city,postal_code,listing_type,property_type,rooms,surface,agency_or_private,description,scraped_at,_fingerprint
0a113b1929053cca79909c60b8cc3fb29f4ecb9e,leboncoin,House 1 rooms 66m2 in Bordeaux,,350393.0,Bordeaux,33000,sale,house,1.0,66.0,agency,,2025-09-12 09:52:03,5eb141c3da5f2791da0702267b773c5192fb3b19
65b0985475dacda98984fdba9fdfcae8368c6319,leboncoin,Apartment 4 rooms 31m2 in Toulouse,,650781.0,Toulouse,31000,sale,apartment,4.0,31.0,private,,2025-09-12 09:52:03,143055cbe7bb94db8ef54d52918f6bef378c5588
f94fc93163459fc3521da41a9f5a4edd739ffba3,leboncoin,House 4 rooms 28m2 in Paris,,2642.0,Paris,75000,rent,house,4.0,28.0,agency,,2025-09-12 09:52:03,82181b77cc04e68608f6f2c14985eace552cc29f
dec35e084e3ea2ad39039a912ed817041746a01f,leboncoin,House 2 rooms 81m2 in Bordeaux,,928.0,Bordeaux,33000,rent,house,2.0,81.0,agency,,2025-09-12 09:52:03,1c059f7490b1f62d49457792dd1b028fed8fd48d
f20d101377481d7d356715553a6636d21215810b,leboncoin,Studio 3 rooms 34m2 in Lille,,2841.0,Lille,59000,rent,studio,3.0,34.0,agency,,2025-09-12 09:52:03,da67c3848baa038e07b9b8f472c5d2b0332764a4
3b9dd0eeb86423a09bdec78f98014ddbdc64cc7f,leboncoin,Studio 4 rooms 135m2 in Toulouse,,1067181.0,Toulouse,31000,sale,studio,4.0,135.0,agency,,2025-09-12 09:52:03,88e6b7a5c82123a422a0e8aa5cfbc0e675bc809d
67508f8a442588bc2aa2b8b0f91c78e82bb90057,leboncoin,House 1 rooms 41m2 in Lyon,,1430.0,Lyon,69000,rent,house,1.0,41.0,private,,2025-09-12 09:52:03,068e91e981a339575b0d513530a45c1561bc59a9
3aef090b4f3abfc59dc167fc67866310e60311ad,leboncoin,Studio 4 rooms 100m2 in Toulouse,,847.0,Toulouse,31000,rent,studio,4.0,100.0,agency,,2025-09-12 09:52:03,c5cb59db02aa62f331829aa16d55743042d64be5
4398d7c8204d55b42db8de3b72659c717ec66a27,leboncoin,Studio 3 rooms 48m2 in Toulouse,,180490.0,Toulouse,31000,sale,studio,3.0,48.0,agency,,2025-09-12 09:52:03,b55bd4bb0829df1ef9bb5b734fda78e6048c2c1b
dc02b582eda5fa484598ef34a2c291f44c77cf87,leboncoin,Apartment 5 rooms 37m2 in Paris,,932874.0,Paris,75000,sale,apartment,5.0,37.0,agency,,2025-09-12 09:52:03,a98d90292c9834fdf37340959de47ba2f0ee405d
1ec41f74f18cfd4e2a231cbfa48018ed40d2cd70,leboncoin,Studio 5 rooms 39m2 in Bordeaux,,173493.0,Bordeaux,33000,sale,studio,5.0,39.0,private,,2025-09-12 09:52:03,52640d87e86396f6a2248a5e739b18ffa5a0894e
2a268d5d06db250bbc3c789f70fd7dfb5e0ef96b,leboncoin,House 2 rooms 76m2 in Lille,,819.0,Lille,59000,rent,house,2.0,76.0,private,,2025-09-12 09:52:03,7ea45f79f9fc80caf6ea08ece7dd408961e7141b
36fa68203f8177b16defdd6e6a95b1e037c29477,leboncoin,Studio 4 rooms 28m2 in Bordeaux,,283252.0,Bordeaux,33000,sale,studio,4.0,28.0,private,,2025-09-12 09:52:03,ac953443bd2ee9422bc9533ca48125c44871721c
7f7ee3d26cfa2492081590ab6a16784be3b2b974,leboncoin,Apartment 1 rooms 47m2 in Lyon,,1795.0,Lyon,69000,rent,apartment,1.0,47.0,agency,,2025-09-12 09:52:03,2fbc66bc311130e110c06f3b9358bc89ba2d8879
87a0f93cb9b102ecdf5391e2a7258a77fa427e9b,leboncoin,Studio 4 rooms 97m2 in Lille,,440667.0,Lille,59000,sale,studio,4.0,97.0,agency,,2025-09-12 09:52:03,45f162ed3974b696a9666924bd2e68fffa4ff6c6
95afaa44e196bf5128ef8d68b9d8d2cd86f86fdb,leboncoin,House 1 rooms 84m2 in Lille,,1093.0,Lille,59000,rent,house,1.0,84.0,agency,,2025-09-12 09:52:03,055e16a180653604f0a5bf916d7042c29d4b9a06
d3720cc5fcaec9b33bf178009da1f576ffe3ef2a,leboncoin,House 4 rooms 87m2 in Bordeaux,,1979.0,Bordeaux,33000,rent,house,4.0,87.0,agency,,2025-09-12 09:52:03,e63654dec1495eaa84ec80caaa3f0a1c11a3e94d
31b93f80b00217ae7119edc84bbd12518319f213,leboncoin,Apartment 5 rooms 53m2 in Toulouse,,830359.0,Toulouse,31000,sale,apartment,5.0,53.0,agency,,2025-09-12 09:52:03,580a6fe6d24b5ce851eb85d9f0ce6b738e351d31
604c987d75a7f844bbe852b48965616e2333a17f,leboncoin,Studio 5 rooms 45m2 in Marseille,,481152.0,Marseille,13000,sale,studio,5.0,45.0,private,,2025-09-12 09:52:03,1101d37d29a02524bbde48ae12794ad58d7bfcd6
21b90b505614285c07203d7967a8fa411190d7fb,leboncoin,House 5 rooms 139m2 in Bordeaux,,2947.0,Bordeaux,33000,rent,house,5.0,139.0,private,,2025-09-12 09:52:03,5ce0f65a26b60ff0429b206f04827de73f787217
4cd755ad84135640c7b083d9963490df8b44fd7b,leboncoin,Studio 5 rooms 106m2 in Lille,,164064.0,Lille,59000,sale,studio,5.0,106.0,agency,,2025-09-12 09:52:03,98ef5dd0d0b9026aeefa4c17d964ea4510ac6131
d2c5b82c8d8522a07c6ff55ff91713dcee2633ca,leboncoin,House 2 rooms 111m2 in Paris,,218225.0,Paris,75000,sale,house,2.0,111.0,private,,2025-09-12 09:52:03,e15b07d12ba0e2dea331ed38eab25c60fe9fb7a1
23f975262fb191a0a7e547bd795dd32531c2539f,leboncoin,Studio 4 rooms 100m2 in Paris,,3164.0,Paris,75000,rent,studio,4.0,100.0,private,,2025-09-12 09:52:03,4c308f416993ceefa985380a73679862757fed1f
31f962a22bcb6ed8ffb1b3df2e0c942d854ffb6a,leboncoin,Apartment 3 rooms 26m2 in Toulouse,,2368.0,Toulouse,31000,rent,apartment,3.0,26.0,private,,2025-09-12 09:52:03,331d4d68c7e8587dc0a2e19590faf695733f09f0
ba0573d956188d559f0579e4ac50fedc184d6838,leboncoin,Studio 3 rooms 134m2 in Bordeaux,,1532.0,Bordeaux,33000,rent,studio,3.0,134.0,private,,2025-09-12 09:52:03,5e2ea6a2b650108c89ab073fb15474273ff6114e
86527da1bcec987829a87118476f71fa912acd04,leboncoin,House 5 rooms 135m2 in Lille,,165678.0,Lille,59000,sale,house,5.0,135.0,agency,,2025-09-12 09:52:03,cca5651b14534ac01d2f574941ea17560e272f04
bfddd40a5ff478ce625497f958b91a6486bc0105,leboncoin,Apartment 4 rooms 120m2 in Paris,,1193731.0,Paris,75000,sale,apartment,4.0,120.0,agency,,2025-09-12 09:52:03,e46e0d4a312ed963a8e75f5d370258f61f8cc427
d4170a78bc55a1587dcf4fcd110183154a062a25,leboncoin,House 4 rooms 91m2 in Lille,,499651.0,Lille,59000,sale,house,4.0,91.0,private,,2025-09-12 09:52:03,597d29eb7debaab301700b7e4e5374db3491e4ef
81328bf5fa75b95bd79f30958e5afe98b17408af,leboncoin,Studio 2 rooms 113m2 in Marseille,,598279.0,Marseille,13000,sale,studio,2.0,113.0,agency,,2025-09-12 09:52:03,5b78ab3bd15cb703ffe0377e44fef3f38b1360aa
bb878ccce520faa788af3bdac48a41d51ab039a9,leboncoin,Studio 1 rooms 132m2 in Lyon,,1009365.0,Lyon,69000,sale,studio,1.0,132.0,private,,2025-09-12 09:52:03,67b2190519d869b5e9272b36a7c40927b1f55c5a
cc3f03172e60678a080b4728c43613688f3f22ff,leboncoin,Apartment 5 rooms 111m2 in Paris,,1025521.0,Paris,75000,sale,apartment,5.0,111.0,private,,2025-09-12 09:52:03,064cb12a700feb94cb5590ca40ef5d1cfcb81a98
052566ce28e572d4c1dee55132f83d660ca7011e,leboncoin,House 5 rooms 109m2 in Paris,,310651.0,Paris,75000,sale,house,5.0,109.0,private,,2025-09-12 09:52:03,f27fa5b2182f26ace4fba9f3decbf23bd4e09564
5fdf1a928546973886fa3ee17ad9b7fd32285d33,leboncoin,Apartment 2 rooms 134m2 in Lyon,,3302.0,Lyon,69000,rent,apartment,2.0,134.0,private,,2025-09-12 09:52:03,61c6725640127ec36a68f0e3962a32696d44205a
aa4328f4ca1cd57b43ab8d287b3b6d08c6a6001f,leboncoin,Studio 3 rooms 98m2 in Toulouse,,3060.0,Toulouse,31000,rent,studio,3.0,98.0,private,,2025-09-12 09:52:03,75d70fa5d237ba969d39a569bbb97fde58ad20a4
17a7e2441d29e589df0feb1d1f1d31f8a8d7d0ab,leboncoin,House 2 rooms 99m2 in Bordeaux,,533388.0,Bordeaux,33000,sale,house,2.0,99.0,agency,,2025-09-12 09:52:03,9ccee21f02e28690d34ab8f3f1ed9363f73bb278
49bc0952852b9e814aa260c6558b0078a916dbfb,leboncoin,Studio 1 rooms 28m2 in Paris,,99267.0,Paris,75000,sale,studio,1.0,28.0,agency,,2025-09-12 09:52:03,759cee70197fc58afb53540fe4c62c0a97a6309c
0f8f85099722344eb49ca9bfbd9b81c60fcf81c0,leboncoin,Studio 2 rooms 33m2 in Bordeaux,,2773.0,Bordeaux,33000,rent,studio,2.0,33.0,agency,,2025-09-12 09:52:03,8a98e0caa608967d74894eced4c3b4686bc69db3
b3c450043fae7cf3b6e5a477c21db595d74684d5,leboncoin,House 1 rooms 100m2 in Marseille,,3141.0,Marseille,13000,rent,house,1.0,100.0,agency,,2025-09-12 09:52:03,2b54ea3ac56f4f2f2377b4b52bc7811017fc1a52
52942af1addaa8298a9cd11d3bcfc97c5afcfc58,leboncoin,Apartment 3 rooms 116m2 in Marseille,,546329.0,Marseille,13000,sale,apartment,3.0,116.0,private,,2025-09-12 09:52:03,08ad23d01dad764e16f3138d50a67a5e83d171f5
e3d7ac2aed6de359a6d4f449e3ceb6981d33878c,leboncoin,House 3 rooms 102m2 in Toulouse,,655341.0,Toulouse,31000,sale,house,3.0,102.0,agency,,2025-09-12 09:52:03,5c2c15ee7ee226e23e57ff6a03ae4cecc4a578ce
31184ac8cfb2ecab5384c966646d2397f3be5b76,leboncoin,Studio 1 rooms 41m2 in Lille,,917039.0,Lille,59000,sale,studio,1.0,41.0,agency,,2025-09-12 09:52:03,67357eb86de6e706453c35d753f852a92ad31a74
41fda7d980bf6938e4c7de8a32f1dc5f336bef2d,leboncoin,Apartment 2 rooms 50m2 in Lille,,1192230.0,Lille,59000,sale,apartment,2.0,50.0,agency,,2025-09-12 09:52:03,085405dab6ecd21e5ad397b3640570e5b5317c4a
785150047137f7e2747a6df90f143d243b0255ac,leboncoin,Studio 4 rooms 100m2 in Lyon,,2679.0,Lyon,69000,rent,studio,4.0,100.0,agency,,2025-09-12 09:52:03,58e50ed925a4c0950390e6f22ffdd73b7f5d600e
03f4c94d1faa44f835e09af76f6f0ff0e948bdde,leboncoin,House 1 rooms 120m2 in Lyon,,3446.0,Lyon,69000,rent,house,1.0,120.0,private,,2025-09-12 09:52:03,cac96121960c6f3c70307690bc627567e6f020e6
bdee869d8a81fe89220b2b1414f9aaee1367bf54,leboncoin,Apartment 1 rooms 60m2 in Bordeaux,,771031.0,Bordeaux,33000,sale,apartment,1.0,60.0,agency,,2025-09-12 09:52:03,ebe23cfe8f32da7b4811d95d71042364f1a2de82
186fa7c85410a0330813749c5a2ed72604b69b8d,leboncoin,House 2 rooms 113m2 in Marseille,,767227.0,Marseille,13000,sale,house,2.0,113.0,agency,,2025-09-12 09:52:03,0ed8a5853130d60937208228a0264fc2f58e5fbf
2d16048cd3ebc6e80a09c69d58f0f452fbc9ff52,leboncoin,Apartment 1 rooms 131m2 in Lille,,386384.0,Lille,59000,sale,apartment,1.0,131.0,agency,,2025-09-12 09:52:03,75aa3bf3fe1cd1945a86fc3053ae50c0ff2c96a9
511878eadcc74b51322de70948911259ee9cf32d,leboncoin,House 3 rooms 63m2 in Lille,,685128.0,Lille,59000,sale,house,3.0,63.0,agency,,2025-09-12 09:52:03,c2061684889498a62d35e9c9a66e9c28017da5f9
751bebcd173911c78925d59107c5d47752b17411,leboncoin,Studio 4 rooms 121m2 in Bordeaux,,430337.0,Bordeaux,33000,sale,studio,4.0,121.0,private,,2025-09-12 09:52:03,54127239fe3a200e926b00980c51bdd13c5155b1
1178f6af9c5aa20e5af36cf3c6f6284b94d7e623,leboncoin,House 2 rooms 39m2 in Marseille,,2802.0,Marseille,13000,rent,house,2.0,39.0,agency,,2025-09-12 09:52:03,16dcdcaba5f26869915d9e3507769230ce6137c5
a54c7d7b50115201d32d310c15672709c4ec08aa,leboncoin,Studio 3 rooms 56m2 in Toulouse,,972.0,Toulouse,31000,rent,studio,3.0,56.0,private,,2025-09-12 09:52:03,0355243b5eb5aedd65cf8f9e5fba854ec06bed86
1fef988f7e664d843b53ffb46ade03ae5b022a68,leboncoin,House 4 rooms 58m2 in Bordeaux,,3087.0,Bordeaux,33000,rent,house,4.0,58.0,agency,,2025-09-12 09:52:03,7de7f73a80d7cecb5a91909af5b21b6e4984b7a6
456bef37082254772ff1f561e8d1c3cf85357a14,leboncoin,Studio 3 rooms 63m2 in Marseille,,672249.0,Marseille,13000,sale,studio,3.0,63.0,private,,2025-09-12 09:52:03,fa637fb7ea52bc2690712657a1ce4c1f04cdd341
9d517c3b62c2aa312b757a99fe60806ba93db193,leboncoin,Apartment 2 rooms 69m2 in Toulouse,,364308.0,Toulouse,31000,sale,apartment,2.0,69.0,private,,2025-09-12 09:52:03,ab82259513f3d047178471cdbb8cad46dc358d09
45d4c0525e9beb6265c4f13ea72eeda174ffb7c6,leboncoin,Studio 3 rooms 32m2 in Lyon,,1076212.0,Lyon,69000,sale,studio,3.0,32.0,agency,,2025-09-12 09:52:03,842b5ff0d254b23b922f9567be9e9021c3eb9f0a
be40d3194b11a551303947c2b917ef2805aadf93,leboncoin,Apartment 2 rooms 44m2 in Lyon,,683.0,Lyon,69000,rent,apartment,2.0,44.0,agency,,2025-09-12 09:52:03,865660b217cf9d45f5408a1283b5a365a699beb6
eeedd654ac73068c9723c6bd95bc8b9f956cb93c,leboncoin,Studio 5 rooms 98m2 in Paris,,2156.0,Paris,75000,rent,studio,5.0,98.0,private,,2025-09-12 09:52:03,c030cddc136d8022738f6e21fb4e2d59862c2937
a902c2ea1053d10917ead103cfd937a7da4a1c6f,leboncoin,Studio 1 rooms 93m2 in Lyon,,453.0,Lyon,69000,rent,studio,1.0,93.0,agency,,2025-09-12 09:52:03,662e14e6b282c2fb8043f6e019128d02672700d4
3214c5c9de73cb3726a26a502d6e925ac89ab10a,leboncoin,House 5 rooms 33m2 in Bordeaux,,797290.0,Bordeaux,33000,sale,house,5.0,33.0,private,,2025-09-12 09:52:03,4a078c28d50e97d783da9eea42761b0884fa1b4f
dbfc4685be19f1c621f041ff963b906991e199e8,leboncoin,Apartment 4 rooms 139m2 in Bordeaux,,1232.0,Bordeaux,33000,rent,apartment,4.0,139.0,private,,2025-09-12 09:52:03,0ef48976cdfd8b10bc961738fa3cbd6c3611e339
c67d39c0e5b44aa33d1932e0e4944a14353fbcb5,leboncoin,House 3 rooms 60m2 in Marseille,,547.0,Marseille,13000,rent,house,3.0,60.0,private,,2025-09-12 09:52:03,84807156747c554a89b53d028be4d09112a8cace
3e3febbc2dd65a06fec51806d2f0666d8226e182,leboncoin,House 5 rooms 30m2 in Bordeaux,,2023.0,Bordeaux,33000,rent,house,5.0,30.0,private,,2025-09-12 09:52:03,d1e8f72b81b5455788cb8e2a216f234fe475c2a2
b8825b2764c5629dfffa8b5752d318f01ff157f2,leboncoin,Apartment 5 rooms 135m2 in Toulouse,,996496.0,Toulouse,31000,sale,apartment,5.0,135.0,private,,2025-09-12 09:52:03,a84c68b9a21ee2f2d5307ef50c208f14180c50f0
ffe7bb37ba6d6f5091686300cad840bf71b67176,leboncoin,Apartment 2 rooms 102m2 in Lille,,198750.0,Lille,59000,sale,apartment,2.0,102.0,agency,,2025-09-12 09:52:03,0cf8fc99a22de7ad82240296a4912b40664d20b8
88652f9eabefb966b217980c4ce85fbe455d4622,leboncoin,Apartment 2 rooms 119m2 in Bordeaux,,857316.0,Bordeaux,33000,sale,apartment,2.0,119.0,private,,2025-09-12 09:52:03,d68efda01247ebb953ce3af1af8d618cd2efeaf3
4040068d771dcd76867f3e8598fed0b8f8e02fda,leboncoin,Apartment 3 rooms 28m2 in Paris,,125998.0,Paris,75000,sale,apartment,3.0,28.0,private,,2025-09-12 09:52:03,7aa10f9b06fbe169d9a187af4148d84672d1e281
e125ffec90f1edb026df8113277e5c4dd09af43c,leboncoin,House 2 rooms 138m2 in Marseille,,584512.0,Marseille,13000,sale,house,2.0,138.0,private,,2025-09-12 09:52:03,e76bebd13575803d26290f030026b59070df3432
632718d5fdfbc09fb1dce5a0ee90c7a96cf6b796,leboncoin,Studio 3 rooms 32m2 in Lille,,1164114.0,Lille,59000,sale,studio,3.0,32.0,agency,,2025-09-12 09:52:03,0116d5c4500a24699b459b208c0d07457a15db13
29c04011405bf643387bc945d4a7f52409828f0a,leboncoin,House 2 rooms 85m2 in Bordeaux,,638575.0,Bordeaux,33000,sale,house,2.0,85.0,agency,,2025-09-12 09:52:03,a7edc8568a58490454383ae0f652f60f4208a46f
048ef41eac7ea0869d5c5bac153a5e26faf8edfc,leboncoin,Apartment 3 rooms 125m2 in Lille,,887180.0,Lille,59000,sale,apartment,3.0,125.0,agency,,2025-09-12 09:52:03,5283e204d707bc8fb1ed1ac848c3b4aa13c55170
5c40a425f3cef5b968ce143abb35f7f4a8c1d910,leboncoin,Apartment 4 rooms 26m2 in Lille,,662171.0,Lille,59000,sale,apartment,4.0,26.0,agency,,2025-09-12 09:52:03,05cd08a5e9421fe5f6a3f7d88cd6ca37b3121c11
caa3f3f1e9ac2752b941eb78d51e597761bf6c25,leboncoin,Apartment 2 rooms 94m2 in Paris,,603.0,Paris,75000,rent,apartment,2.0,94.0,agency,,2025-09-12 09:52:03,d173a6047cba564fedfcf733adf2330154ef31b7
223291e80c5b430cc6d91fe0d195a46347dff19d,leboncoin,Apartment 5 rooms 61m2 in Lyon,,2294.0,Lyon,69000,rent,apartment,5.0,61.0,private,,2025-09-12 09:52:03,ebd011be5ea41ab5723d25f98374ec9e6455e1d9
fba6a53e9b26f616fcdad1175374a652a934b1e1,leboncoin,Apartment 5 rooms 49m2 in Lyon,,320604.0,Lyon,69000,sale,apartment,5.0,49.0,private,,2025-09-12 09:52:03,436d4cceee46ef90babdc751732f65d97e9212b7
ad7b514c8f08aac09b7c9e87c32136def2b7545c,leboncoin,Apartment 2 rooms 77m2 in Paris,,359139.0,Paris,75000,sale,apartment,2.0,77.0,private,,2025-09-12 09:52:03,a3a5488e4eac84b11d828e88c28ca8e734f339de
2bbcf140407df676f662336f5350180c0551cb41,leboncoin,Studio 4 rooms 79m2 in Marseille,,2921.0,Marseille,13000,rent,studio,4.0,79.0,agency,,2025-09-12 09:52:03,a7c30d36a3ac4ea49f3bd52166481965b1a15090
f48e86fb6be540731e9e143129512b4df3d60d4d,leboncoin,Apartment 5 rooms 40m2 in Paris,,900.0,Paris,75000,rent,apartment,5.0,40.0,agency,,2025-09-12 09:52:03,ded1edcc5c44739987ffa92c075e87784c9d9bf9
899321ee8a4b59ced2f5c4813707919fa3a8c521,leboncoin,House 2 rooms 76m2 in Bordeaux,,115266.0,Bordeaux,33000,sale,house,2.0,76.0,agency,,2025-09-12 09:52:03,61889d5ac781019c2c32a326178f6269faec2dbe
daeb8b6a4b4b5477aebb4f529f284cd8cca23b6a,leboncoin,House 5 rooms 93m2 in Lille,,2037.0,Lille,59000,rent,house,5.0,93.0,agency,,2025-09-12 09:52:03,37b38339901d797068ef1481f2c4fdfad238bcf6
b2f4067cbe23d191b951caba90ba3bd81267241c,leboncoin,Apartment 3 rooms 101m2 in Bordeaux,,1045.0,Bordeaux,33000,rent,apartment,3.0,101.0,private,,2025-09-12 09:52:03,0dfe1eba9aee830c54dc9dd7ce89f0be98bd9192
b5bf78eec1ffd14a78300a87e23babe133dc5f00,leboncoin,Studio 5 rooms 28m2 in Toulouse,,2992.0,Toulouse,31000,rent,studio,5.0,28.0,agency,,2025-09-12 09:52:03,d17eea741f320f0756c5d5e408af7f7af3825687
b980345a4ccb815830cd3d4c4c60847a337ca6ff,leboncoin,Apartment 5 rooms 57m2 in Bordeaux,,289976.0,Bordeaux,33000,sale,apartment,5.0,57.0,agency,,2025-09-12 09:52:03,ae5c642cb859f7fe937ba3d8218f2624d6727386
786b2072f087fbf6e198e0c501339b4468fd338c,leboncoin,House 4 rooms 43m2 in Marseille,,648056.0,Marseille,13000,sale,house,4.0,43.0,agency,,2025-09-12 09:52:03,e034696c1a0471e2a233725e39ab90f63050ee0a
25e7206d97f3f74b6b79a2e20682038a0f4b937c,leboncoin,Studio 4 rooms 98m2 in Paris,,1548.0,Paris,75000,rent,studio,4.0,98.0,agency,,2025-09-12 09:52:03,f6fbe24e424a6383d4377dd1bdb8d5f9ac9f980d
be5c558c1bdfb2efa6e47b35c692042fc02ea991,leboncoin,Studio 5 rooms 132m2 in Paris,,96081.0,Paris,75000,sale,studio,5.0,132.0,agency,,2025-09-12 09:52:03,224acbc7e49e279dd1bd67fcaad6770e0fdff488
873fae439dbffd9cef728f7e0fee4fb01e8664cc,leboncoin,Studio 5 rooms 117m2 in Toulouse,,1032914.0,Toulouse,31000,sale,studio,5.0,117.0,agency,,2025-09-12 09:52:03,ef9c11cc320090965ea881c9cad65bf3a68b2a68
548a4f6e179ee63bc9501b809ba37b841ed7c809,leboncoin,Apartment 4 rooms 117m2 in Toulouse,,493986.0,Toulouse,31000,sale,apartment,4.0,117.0,agency,,2025-09-12 09:52:03,5e1a1d4c9d717af4f2964016e0c0b2cf3e950d52
2d5955443f617f43d0a5c2388bff89ae96287295,leboncoin,House 1 rooms 110m2 in Bordeaux,,1067.0,Bordeaux,33000,rent,house,1.0,110.0,private,,2025-09-12 09:52:03,3ade18ab391289149b57b536aa13937157a1f113
